method,N,loss,s_acc,b_acc
baseline_supervised_eff,1,87.19028634703136,0.11548643261194229,0.11657052344332139
baseline_supervised_eff,10,2.3258683532220017,0.10754467248916626,0.13982188413954444
baseline_supervised_eff,50,2.1023919167698493,0.15142289996147157,0.2152609449164528
baseline_supervised_eff,100,0.8723242602823271,0.644937127828598,0.7334266828166115
baseline_supervised_eff,200,0.38415167748540996,0.8839179277420044,0.9235122945573595
baseline_supervised_eff,500,0.17452625019998685,0.952945065498352,0.971307373046875
